feature,importance
movement usually,8.686627805953862e-16
usually occurs during,8.686627805953862e-16
usually occurs,8.686627805953862e-16
winter season when,8.686627805953862e-16
becomes scarce,8.686627805953862e-16
season when,8.686627805953862e-16
this movement,8.686627805953862e-16
occurs during the,8.686627805953862e-16
season when temperatures,8.686627805953862e-16
food becomes scarce,8.686627805953862e-16
occurs during,8.686627805953862e-16
food becomes,8.686627805953862e-16
this movement usually,8.686627805953862e-16
when temperatures,8.686627805953862e-16
when temperatures drop,8.686627805953862e-16
why,8.664943762504151e-16
none of,8.638922910364499e-16
none,8.638922910364499e-16
away from the,8.631333495157101e-16
away from,8.631333495157101e-16
there is,8.582544397395253e-16
but none of,8.578207588705311e-16
but none,8.578207588705311e-16
to change its,8.565197162635485e-16
change its,8.565197162635485e-16
evaporation,8.548934130048202e-16
the choices accurately,8.546664081749561e-16
choices accurately,8.546664081749561e-16
in the water,8.540802613754561e-16
not the most,8.501771335545083e-16
river,8.4893030105615e-16
come into the,8.4350929019372245e-16
the mouse,8.419914071522427e-16
choices do not,8.335346302068558e-16
appears to,8.333177897723587e-16
of the fire,8.205242041370298e-16
matter,8.196568423990414e-16
combined,8.180305391403131e-16
creating new,8.173258077281975e-16
creating new substance,8.173258077281975e-16
river that,8.164042358815848e-16
either more suitable,8.159705550125906e-16
the ecosystem as,8.159705550125906e-16
limited role in,8.159705550125906e-16
either more,8.159705550125906e-16
ecosystem as it,8.159705550125906e-16
ecosystem as,8.159705550125906e-16
more limited role,8.159705550125906e-16
that cuts through,8.159705550125906e-16
choice either,8.159705550125906e-16
that cuts,8.159705550125906e-16
more limited,8.159705550125906e-16
naturally over long,8.159705550125906e-16
suitable choice either,8.159705550125906e-16
have more limited,8.159705550125906e-16
choice either more,8.159705550125906e-16
limited role,8.159705550125906e-16
river that cuts,8.159705550125906e-16
the pelican beak,8.118505867571457e-16
ecosystem,8.118505867571457e-16
natural,8.118505867571457e-16
pelican beak,8.118505867571457e-16
pelican beak is,8.118505867571457e-16
not be,8.101158632811689e-16
into the world,8.101158632811689e-16
more suitable for,8.099532329552961e-16
and nutrients from,8.066464163292153e-16
the world,8.033938098117588e-16
or more,8.018759267702791e-16
warm,8.003580437287994e-16
available,7.96929254358314e-16
change its state,7.953707137353661e-16
either,7.912507454799211e-16
the other,7.875644580934704e-16
them,7.844609293747307e-16
nests bird,7.841891376777804e-16
bird nests bird,7.841891376777804e-16
suitable for bird,7.841891376777804e-16
birds which would,7.841891376777804e-16
associated with birds,7.841891376777804e-16
birds which,7.841891376777804e-16
nests bird would,7.841891376777804e-16
construct nest,7.841891376777804e-16
with birds,7.841891376777804e-16
to construct nest,7.841891376777804e-16
with birds which,7.841891376777804e-16
for bird nests,7.841891376777804e-16
be more suitable,7.841891376777804e-16
for bird,7.841891376777804e-16
asks,7.840950111415168e-16
accurately describe the,7.840950111415168e-16
likely have,7.827939685345342e-16
nutrients from,7.8236028766554e-16
nutrients from the,7.8236028766554e-16
layer of cold,7.805171439723146e-16
cold air,7.805171439723146e-16
of warm,7.805171439723146e-16
layer of warm,7.805171439723146e-16
of cold air,7.805171439723146e-16
of warm air,7.805171439723146e-16
migrate,7.786740002790893e-16
the question asks,7.73686670285656e-16
question asks,7.73686670285656e-16
world,7.721687872441763e-16
that the,7.714301745141705e-16
do not,7.678319785542342e-16
rather than,7.645793720367777e-16
northern habitats,7.637120102987893e-16
becomes scarce in,7.637120102987893e-16
scarce in their,7.637120102987893e-16
scarce in,7.637120102987893e-16
their northern,7.637120102987893e-16
in their northern,7.637120102987893e-16
their northern habitats,7.637120102987893e-16
asks for the,7.628446485608009e-16
cooking,7.536289300946741e-16
of cold,7.501594831427205e-16
describe the,7.494005416219807e-16
appears to change,7.435458498905589e-16
because the pelican,7.428953285870676e-16
the process of,7.424616477180734e-16
limited,7.422448072835763e-16
body to,7.420279668490792e-16
complex,7.398595625041082e-16
process therefore,7.337880303381894e-16
pelican to,7.3346276968644375e-16
answer because,7.311859451242242e-16
case the,7.298849025172416e-16
this case the,7.298849025172416e-16
warm air,7.296680620827445e-16
to catch,7.274996577377735e-16
asks for,7.259817746962938e-16
which would be,7.230544288305829e-16
be more,7.230544288305829e-16
which would,7.230544288305829e-16
would be more,7.230544288305829e-16
the context,7.227291681788373e-16
easier,7.22078646875346e-16
further away from,7.205607638338662e-16
environment to,7.195849818786293e-16
the cause,7.183923594888952e-16
the cause of,7.183923594888952e-16
question asks for,7.181755190543981e-16
the primary,7.173081573164097e-16
after evaporation,7.171963489673722e-16
available as,7.171963489673722e-16
rest,7.155734338404329e-16
in their,7.140555507989532e-16
to the cause,7.121039868884793e-16
as liquid,7.108334374675979e-16
through canyon but,7.090682208055199e-16
canyon but,7.090682208055199e-16
canyon but is,7.090682208055199e-16
but is not,7.090682208055199e-16
source would,7.090682208055199e-16
source river,7.090682208055199e-16
water source would,7.090682208055199e-16
but is,7.090682208055199e-16
water source river,7.090682208055199e-16
source would likely,7.090682208055199e-16
making,7.082008590675315e-16
dissolves in,7.031593189654739e-16
grenadine dissolves,7.031593189654739e-16
grenadine dissolves in,7.031593189654739e-16
resulting in new,7.031593189654739e-16
dissolves,7.031593189654739e-16
dissolves in the,7.031593189654739e-16
water creating new,7.031593189654739e-16
case the grenadine,7.031593189654739e-16
water creating,7.031593189654739e-16
in new substance,7.031593189654739e-16
in new,7.031593189654739e-16
distinct properties,7.031593189654739e-16
substance with distinct,7.031593189654739e-16
the grenadine dissolves,7.031593189654739e-16
the water creating,7.031593189654739e-16
properties this,7.031593189654739e-16
with distinct properties,7.031593189654739e-16
with distinct,7.031593189654739e-16
distinct,7.031593189654739e-16
cause of,7.029966886396011e-16
mixture,7.025630077706069e-16
jello,6.956800180412184e-16
the context of,6.947567521287112e-16
in the context,6.947567521287112e-16
rationale provided,6.847820921418446e-16
the rationale provided,6.847820921418446e-16
further away,6.841857809469776e-16
summer,6.81312645189891e-16
heat is,6.810415946467696e-16
cause,6.795779217139142e-16
habitats,6.782768791069316e-16
cuts through canyon,6.742111209601109e-16
cuts through,6.742111209601109e-16
cuts,6.742111209601109e-16
through canyon,6.742111209601109e-16
environment to construct,6.721610894695187e-16
on single item,6.721610894695187e-16
relying,6.721610894695187e-16
item,6.721610894695187e-16
single item from,6.721610894695187e-16
construct its,6.721610894695187e-16
construct its nest,6.721610894695187e-16
construct nest rather,6.721610894695187e-16
relying on,6.721610894695187e-16
item from the,6.721610894695187e-16
nest this is,6.721610894695187e-16
on single,6.721610894695187e-16
than relying,6.721610894695187e-16
rather than relying,6.721610894695187e-16
which are typically,6.721610894695187e-16
than relying on,6.721610894695187e-16
item from,6.721610894695187e-16
to construct its,6.721610894695187e-16
the environment to,6.721610894695187e-16
its surroundings to,6.721610894695187e-16
single item,6.721610894695187e-16
relying on single,6.721610894695187e-16
nest this,6.721610894695187e-16
nest rather than,6.721610894695187e-16
nest rather,6.721610894695187e-16
are typically associated,6.721610894695187e-16
surroundings to,6.721610894695187e-16
its nest this,6.721610894695187e-16
its nest,6.721610894695187e-16
surroundings to construct,6.721610894695187e-16
scarce,6.713379852030243e-16
fish therefore,6.711211447685272e-16
the rest of,6.670011765130823e-16
rest of the,6.670011765130823e-16
rest of,6.670011765130823e-16
the rest,6.670011765130823e-16
cause the,6.62013846519649e-16
about the,6.614446403790941e-16
panting,6.604959634781693e-16
an object,6.603875432609208e-16
the food,6.591271582354064e-16
volunteering in protected,6.583275591331983e-16
volunteering in,6.583275591331983e-16
associated,6.583004540788862e-16
associated with,6.583004540788862e-16
consume,6.546412717467476e-16
creating,6.509549843602969e-16
from the environment,6.504941984369905e-16
blizzard would,6.491118406670715e-16
blizzard would have,6.491118406670715e-16
rain but,6.491118406670715e-16
rain but this,6.491118406670715e-16
the rain but,6.491118406670715e-16
the blizzard would,6.491118406670715e-16
situation after evaporation,6.45466210862089e-16
available as liquid,6.45466210862089e-16
the situation after,6.45466210862089e-16
situation after,6.45466210862089e-16
two or,6.433655691528983e-16
two or more,6.433655691528983e-16
which are,6.421729467631643e-16
roots,6.418476861114186e-16
the roots,6.418476861114186e-16
texas,6.38378239159465e-16
contrast,6.375108774214766e-16
in contrast,6.375108774214766e-16
contrast to the,6.342582709040201e-16
the rationale,6.314393452555578e-16
an object size,6.30300932974448e-16
refers,6.275633224889221e-16
refers to,6.275633224889221e-16
substances,6.25367813089639e-16
any,6.2341624917916505e-16
cold air indicating,6.229825683101708e-16
warm air indicating,6.229825683101708e-16
is to,6.210038993453848e-16
object,6.184289191857317e-16
its state of,6.175615574477433e-16
from the roots,6.153931531027723e-16
point,6.150949975053388e-16
much,6.144173711475354e-16
usually,6.140921104957897e-16
movement of,6.108395039783332e-16
object size,6.093419497275876e-16
source river that,6.091047805023564e-16
the pelican to,6.06069014419397e-16
volunteering,6.045511313779173e-16
the more,6.040090302916745e-16
months,6.028164079019405e-16
more substances,6.021658865984492e-16
or more substances,6.021658865984492e-16
require,6.020811833037237e-16
catch,6.01732205729455e-16
time but,6.01732205729455e-16
to the rest,6.010816844259637e-16
because photosynthesis,6.000838796140981e-16
and it,5.994011710586111e-16
from their,5.95443833129039e-16
adapted to,5.928417479150738e-16
adapted,5.928417479150738e-16
period,5.880712583561376e-16
to become,5.872038966181492e-16
matter directly,5.869870561836521e-16
directly the,5.869870561836521e-16
matter directly the,5.869870561836521e-16
of matter directly,5.869870561836521e-16
distinct properties this,5.834633991230742e-16
southern hemisphere,5.82433407059213e-16
southern,5.80265002714242e-16
further,5.788148823085426e-16
case,5.776629175002768e-16
swimming,5.772766704763288e-16
after evaporation the,5.737496252839619e-16
describe that process,5.737496252839619e-16
describe the situation,5.737496252839619e-16
become available,5.737496252839619e-16
that process,5.737496252839619e-16
become available as,5.737496252839619e-16
that process therefore,5.737496252839619e-16
options accurately,5.737496252839619e-16
as liquid but,5.737496252839619e-16
describe that,5.737496252839619e-16
options accurately describe,5.737496252839619e-16
the options accurately,5.737496252839619e-16
evaporation the,5.737496252839619e-16
liquid but,5.737496252839619e-16
process therefore there,5.737496252839619e-16
liquid but none,5.737496252839619e-16
evaporation the question,5.737496252839619e-16
for the water,5.737496252839619e-16
water to become,5.737496252839619e-16
to become available,5.737496252839619e-16
accurately describe that,5.737496252839619e-16
the world through,5.702903427273753e-16
world through,5.702903427273753e-16
about the process,5.684709159566731e-16
therefore there is,5.6844719903415e-16
therefore there,5.6844719903415e-16
information,5.663872149064275e-16
seasonal,5.661703744719304e-16
seasonal movement,5.661703744719304e-16
come into,5.655198531684391e-16
weight the,5.629177679544739e-16
is in,5.603089064769307e-16
this is in,5.603089064769307e-16
cause of the,5.600988423060116e-16
is why,5.598820018715145e-16
this is why,5.596651614370174e-16
one,5.569546560058036e-16
not have,5.559788740505667e-16
does not cause,5.542441505745899e-16
the jello,5.540273101400928e-16
to come into,5.518589057951218e-16
to come,5.518589057951218e-16
period of,5.516420653606247e-16
such as,5.516420653606247e-16
food digestion process,5.506391783510756e-16
asks for factor,5.506391783510756e-16
factor that aids,5.506391783510756e-16
the food digestion,5.506391783510756e-16
for factor that,5.506391783510756e-16
that aids,5.506391783510756e-16
for factor,5.506391783510756e-16
aids,5.506391783510756e-16
periods,5.502326025363935e-16
periods of,5.502326025363935e-16
periods of time,5.502326025363935e-16
choices accurately describe,5.470240417321942e-16
of animals,5.447031714567174e-16
grounds,5.447031714567174e-16
habitats this,5.447031714567174e-16
movement of animals,5.447031714567174e-16
northern habitats this,5.447031714567174e-16
habitats this movement,5.447031714567174e-16
seasonal movement of,5.447031714567174e-16
the options,5.444863310222203e-16
oil,5.429684479807406e-16
the more detailed,5.423179266772493e-16
why an,5.423179266772493e-16
detailed its image,5.423179266772493e-16
is moved,5.423179266772493e-16
detailed its,5.423179266772493e-16
is moved further,5.423179266772493e-16
to the observer,5.423179266772493e-16
detailed and detailed,5.423179266772493e-16
why an object,5.423179266772493e-16
more detailed and,5.423179266772493e-16
to change as,5.423179266772493e-16
it is moved,5.423179266772493e-16
change as it,5.423179266772493e-16
change as,5.423179266772493e-16
its image,5.423179266772493e-16
moved further away,5.423179266772493e-16
observer the more,5.423179266772493e-16
and detailed its,5.423179266772493e-16
appears until,5.423179266772493e-16
and detailed,5.423179266772493e-16
size appears to,5.423179266772493e-16
is why an,5.423179266772493e-16
appears until it,5.423179266772493e-16
size appears,5.423179266772493e-16
the closer,5.423179266772493e-16
the closer it,5.423179266772493e-16
image appears until,5.423179266772493e-16
image appears,5.423179266772493e-16
it is to,5.423179266772493e-16
is to the,5.423179266772493e-16
object size appears,5.423179266772493e-16
moved further,5.423179266772493e-16
its image appears,5.423179266772493e-16
closer it is,5.423179266772493e-16
closer it,5.423179266772493e-16
observer the closer,5.423179266772493e-16
moved,5.423179266772493e-16
cause the water,5.41667405373758e-16
water to change,5.41667405373758e-16
the body to,5.397158414632841e-16
correct answer because,5.390653201597928e-16
is in contrast,5.384961140192379e-16
contrast to,5.384961140192379e-16
in contrast to,5.384961140192379e-16
but rather,5.360295540768334e-16
but it is,5.355958732078392e-16
reaction,5.347827215784751e-16
long periods,5.327227374507526e-16
long periods of,5.327227374507526e-16
the roots to,5.299580219109146e-16
roots to the,5.299580219109146e-16
roots to,5.299580219109146e-16
of two,5.297818390578857e-16
of heat,5.290906601729262e-16
is more,5.271390962624523e-16
chemical reaction,5.260006839813425e-16
making materials,5.254043727864754e-16
nest making,5.254043727864754e-16
nest making materials,5.254043727864754e-16
is the other,5.247538514829841e-16
or,5.230191280070073e-16
lake,5.229649178983831e-16
and consume,5.228022875725102e-16
the water in,5.225854471380131e-16
come,5.221517662690189e-16
incorrect because photosynthesis,5.21175984313782e-16
blizzard but this,5.19603891163678e-16
rain would have,5.19603891163678e-16
blizzard but,5.19603891163678e-16
the blizzard but,5.19603891163678e-16
detailed and,5.194412608378052e-16
heat is the,5.173812767100827e-16
constant flow,5.132613084546378e-16
of the plant,5.130444680201407e-16
of turning,5.123397366080251e-16
process of turning,5.123397366080251e-16
of turning beef,5.123397366080251e-16
turning beef from,5.123397366080251e-16
turning beef,5.123397366080251e-16
the principle,5.108760636751697e-16
is the,5.100087019371813e-16
bath,5.084908188957016e-16
allowing the body,5.069729358542219e-16
flow of,5.065392549852277e-16
constant flow of,5.065392549852277e-16
moon,5.056718932472393e-16
question because none,5.055905780843029e-16
question because,5.055905780843029e-16
this question because,5.055905780843029e-16
not require,5.052924224868693e-16
directly the water,5.043708506402567e-16
is adapted to,5.036119091195168e-16
beak is adapted,5.036119091195168e-16
is adapted,5.036119091195168e-16
easier for the,5.036119091195168e-16
fish making it,5.036119091195168e-16
fish making,5.036119091195168e-16
for the pelican,5.036119091195168e-16
image,5.029613878160255e-16
context of,5.017687654262915e-16
answer the,5.007929834710545e-16
the actual,4.990582599950777e-16
actual,4.990582599950777e-16
factor that,4.98929510987095e-16
source of,4.984077386915864e-16
over long,4.972151163018523e-16
each other,4.969982758673552e-16
maintain stable weight,4.952635523913784e-16
maintain stable,4.952635523913784e-16
not burned but,4.952635523913784e-16
weight the term,4.952635523913784e-16
not burned,4.952635523913784e-16
stored is,4.952635523913784e-16
is not burned,4.952635523913784e-16
the fat that,4.952635523913784e-16
stored is not,4.952635523913784e-16
fat that is,4.952635523913784e-16
fat that,4.952635523913784e-16
stored allowing the,4.952635523913784e-16
body to maintain,4.952635523913784e-16
that is stored,4.952635523913784e-16
stored allowing,4.952635523913784e-16
rather stored,4.952635523913784e-16
rather stored allowing,4.952635523913784e-16
is stored is,4.952635523913784e-16
is stored,4.952635523913784e-16
burned,4.952635523913784e-16
burned but,4.952635523913784e-16
stable weight the,4.952635523913784e-16
stable weight,4.952635523913784e-16
to maintain stable,4.952635523913784e-16
but rather stored,4.952635523913784e-16
stable,4.952635523913784e-16
burned but rather,4.952635523913784e-16
digestion process,4.9439619065339e-16
after,4.939625097843958e-16
into the,4.926614671774132e-16
sound,4.902762223979451e-16
the bath,4.868745380817718e-16
