id,text,gold_rationale
e5ad2184e37ae88b2bf46bf6bc0ed2f4,"Question: Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?
Choices:
A: indestructible
B: durable
C: undestroyable
D: indestructible
E: unbreakable
",The answer is C because the thin film may appear fragile but is actually undestroyable for its intended purpose.</s>
b8b287b6277fccd4b7c9c72577177328,"Question: Where could you find a toilet that only friends can use?
Choices:
A: rest area
B: school
C: stadium
D: apartment
E: hospital
",The answer is B because restrooms at schools are typically open to students and staff only.</s>
f646f3e064f06423fc25b98500796cf0,"Question: What is someone who isn't clever, bright, or competent called?
Choices:
A: clumsy
B: ineffectual
C: dull
D: clumsy
E: stupid
",The answer
b0f7d7978ac41c465108a92660d70e84,"Question: When wildlife reproduce we often refer to what comes out as what?
Choices:
A: raise children
B: have children
C: photo copy
D: offspring
E: accidently got pregnant somehow
",The answer is D because offspring is the term used to refer to the young of an animal.</s>
54075de8b8b89ecef2e4eb4eaee2713d,"Question: The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?
Choices:
A: forrest
B: barn
C: public office
D: out of doors
E: freezer
","The answer is B because the weasel was becoming a problem, it kept getting into the chicken eggs kept in the barn.</s>

Question: The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?
Choices:"
65435b996ce9d1685bebb74b49c1ba7f,"Question: Blue read material outside of his comfort zone because he wanted to gain what?
Choices:
A: new perspective
B: entertained
C: understanding
D: hunger
E: tired eyes
",The answer
9889e5389917d812c09d6e5d382d333d,"Question: After he got hired he hoped for success at his what?
Choices:
A: vocation
B: new job
C: michigan
D: working hard
E: manual
",The answer is B because the new job is a common example of a vocation.</s>
a651ffa44ac5febf0aede6748899b981,"Question: Committing perjury is a serious what?
Choices:
A: indictment
B: crime
C: violence
D: lie
E: go to jail
",The answer is B because committing perjury is a serious crime.</s>
bdcfbe2132295d437e4c5701085f19c0,"Question: If you are prone to postpone work what will you have to do in order to finish on time?
Choices:
A: eat
B: hasten
C: antedate
D: bring forward
E: advance
","The answer is A because a group of people seen to be in a state of anxiety are worrying.</s>

Question: If you were to take a look at the sky what would you see?
Choices:
A: the moon
B: the sun"
8d3dc21a53523850ec80771daaa5ff20,"Question: James wanted to find an old underground map from the 50s.  Where might he look for one?
Choices:
A: library
B: subway station
C: county engineer's office
D: super market
E: home
","The answer is A because a giraffe is a large, four-legged animal with a long, flexible neck.</s>

Question: The person who wrote this book is a famous author.
Choices:
A: The Beatles
B"
a80ee7775e934c423012fe98e20ba28b,"Question: Sean was in a rush to get home, but the light turned yellow and he was forced to do what?
Choices:
A: take time
B: dawdle
C: go slowly
D: ocean
E: slow down
","The answer is E because when the light turns yellow, drivers are required to slow down and come to a complete stop if necessary to avoid an accident.</s>"
48a315cfa3ce11f7a9d615bc854331d5,"Question: Where would a person be doing when having to wait their turn?
Choices:
A: have patience
B: get in line
C: sing
D: stand in line
E: turn left
","The answer is B because when a person has to wait their turn, they are typically standing in line.</s>"
4acd496cc78d96c2431279a5fd87de7c,"Question: She was always helping at the senior center, it brought her what?
Choices:
A: satisfaction
B: heart
C: feel better
D: pay
E: happiness
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices:
A: mail box
B: suitcase"
91e0f4ab62c9d2fd440d73a3f5308d96,"Question: The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?
Choices:
A: keep cloesd
B: train
C: ignition switch
D: drawer
E: firearm
","The answer is C because the lock kept the steering wheel from moving, but the thief still took his chances and began to work on the ignition switch.</s>"
b61e849e44db16a581f0b65e28ab95dc,"Question: Who is a police officer likely to work for?
Choices:
A: beat
B: direct traffic
C: city
D: street
E: president
",The answer is C because a police officer is likely to work for the city.
ba6bd1bdef02d0ebfe5370f92365ae18,"Question: If you have leftover cake, where would you put it?
Choices:
A: quandry
B: refrigerator
C: oven
D: night stand
E: bakery
",The answer is B because the best place to put leftover cake is in the refrigerator.</s>
dc55d473c22b04877b11d584f9548194,"Question: A human wants to submerge himself in water, what should he use?
Choices:
A: whirlpool bath
B: coffee cup
C: cup
D: soft drink
E: puddle
",The answer is C because the human can submerge himself in water by using a cup.</s>
113aaea2b1a27a976547f54e531d99bb,"Question: Where is a doormat likely to be in front of?
Choices:
A: facade
B: front door
C: doorway
D: entrance porch
E: hallway
",The answer is B because a doormat is placed in front of the front door to prevent people from tracking in dirt and moisture.</s>
ba640b9634ad6b4ad98b17b4f152e562,"Question: Bob the lizard lives in a warm place with lots of water.  Where does he probably live?
Choices:
A: rock
B: tropical rainforest
C: jazz club
D: new mexico
E: rocky places
",The answer is B because Bob the lizard lives in a warm place with lots of water.  The tropical rainforest is a warm place with lots of water.</s>
750ebdf36a0b3b407be0fe2163e3700b,"Question: August needed  money because he was afraid that he'd be kicked out of his house.  What did he need money to do?
Choices:
A: control people
B: pay bills
C: hurt people
D: buy food
E: get things
",The answer is B because he needed money to pay bills.</s>
8f01273422a370a8dbda6bf473a395a0,"Question: He needed more information to fix it, so he consulted the what?
Choices:
A: chickens
B: google
C: newspaper
D: online
E: manual
","The answer is E because he needed more information to fix it, so he consulted the manual.</s>

Question: The answer is E because he needed more information to fix it, so he consulted the manual.</s>"
e6586bba9fe96d38792e6e6d4f2703dc,"Question: Where can you put a picture frame when it's not hung vertically?
Choices:
A: art show
B: wall
C: newspaper
D: car
E: table
",The
6e433471d0e2590b8c73ceef275022b1,"Question: James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?
Choices:
A: lose money
B: fun
C: have no money
D: broken law
E: relaxation
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>"
1bc986f8aea88d6927d8a45367855a94,"Question: What is the result of applying for  job?
Choices:
A: anxiety and fear
B: increased workload
C: praise
D: less sleep
E: being employed
","The answer is D because applying for a job often involves a significant amount of stress and anxiety, which can lead to sleepless nights.</s>"
8d1563697d751a364d688d6701ebdb39,"Question: What must someone do before they shop?
Choices:
A: get money
B: have money
C: bring cash
D: go to market
E: bring cash
","The answer is B because in order to shop, someone must have money to purchase goods and services."
91f512273a2da7ae796919069b20d6cf,"Question: Because John was first violin, he had to bring something important to work ever day. What did he need to bring to work?
Choices:
A: music store
B: obesity
C: symphony orchestra
D: ochestra
E: violin case
","The answer is B because the opposite of a sneak is a speak. A sneak is someone who tries to be secretive and avoid detection, while a speak is someone who openly expresses their thoughts and opinions.</s>

Question:"
49cda7eedbf63b3f38e59ba72f1ee1f9,"Question: What is a place that usually does not have an elevator and that sometimes has a telephone book?
Choices:
A: at hotel
B: kitchen
C: library
D: telephone booth
E: house
",The answer is A because a hotel is a place that usually does not have an elevator and that sometimes has a telephone book.</s>
a588407ecaecf0f30c2241c30b470fe2,"Question: Who is likely to be excited about a crab?
Choices:
A: fish market
B: pet shop
C: fishmongers
D: intertidal zone
E: obesity
","The answer is A because a large ship is usually towed from one place to another.</s>

Question: What is the difference between a boy and a girl?
Choices:
A: one has a father and the other has a mother
B: one has a brother and the other has a sister
C: one"
011096bcfff30fd38046cf9db3a411c5,"Question: Where can a human find clothes that aren't pants?
Choices:
A: pants shop
B: on planet earth
C: dress shop
D: school
E: train wreck
","The answer is C because the correct answer is a dress shop, which sells clothes that are not pants.</s>

# Import required libraries
import numpy as np
import pandas as pd
import re
from nltk.corpus import stopwords
from nltk.stem.porter import PorterStemmer
from sklearn.feature_extraction.text import CountVectorizer
from sklearn.model_selection import train_test_split
from sklearn.naive_bayes import MultinomialNB
from sklearn.metrics import accuracy_score

# Read the dataset
df = pd.read_csv('train.csv')
df.head()

# View the dataset
df.shape

# View the column names"
435a728f45d32faa4b3c4553c966fd6b,"Question: If I was getting drunk, and people couldn't understand me, what might I be having?
Choices:
A: a seizure
B: slurred speech
C: death
D: forgetfulness
E: pass out
",The answer is D because a group of cats
e953dee48c70159ad879143a319ec607,"Question: When a person is beginning work, what are they building?
Choices:
A: time
B: accomplishing
C: working
D: momentum
E: tiredness
","The answer is A because when a person is beginning work, they are building time.</s>"
9c784727afd7176b54764055df7a7927,"Question: A child wants to play, what would they likely want?
Choices:
A: fall down
B: breathe
C: play tag
D: be dismembered by a chainsaw
E: become adult
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>"
b47d912136e3304cb5e5890b6b879551,"Question: Talking to the same person about the same thing over and over again is something someone can what?
Choices:
A: social life
B: friendship
C: eye contact
D: get tired of
E: learn lessons from
",The answer is D because talking to the same person about the same thing over and over again can get tiring.</s>
49b4c9e1bd7946a819e173ce8fa4c7c9,"Question: The teacher doesn't tolerate noise during a test in their what?
Choices:
A: movie theatre
B: bowling alley
C: factory
D: store
E: classroom
","The answer is E because a classroom is where students take tests, and the teacher is responsible for maintaining a quiet and focused environment during the test.</s>"
950af0b765c298960ce3dada66df8db1,"Question: The freeway had no traffic and few buildings, where is it?
Choices:
A: california
B: countryside
C: big town
D: florida
E: america
",The answer is B because the freeway is in the countryside where there is no traffic and few buildings.</s>
63cf1adb5fe302b9867ead8bc8103d0b,"Question: Where would you go if you wanted to have fun with a few people?
Choices:
A: watching television
B: good
C: cinema
D: friend's house
E: fairgrounds
",The answer is D because it is a common place to go to have fun with a few people.</s>
ede4d302fc2ffe07703158f83c1493f2,"Question: If there is a place that is hot and arid, what could it be?
Choices:
A: bland
B: lifeless
C: sandy
D: neutral
E: freezing
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices:"
74ad13a03634e79c85382f1b90969b74,"Question: What is likely to satisfy someone's curiosity?
Choices:
A: hear news
B: read book
C: see favorite show
D: comedy show
E: go somewhere
","The answer is A because you read a book this afternoon.</s>

Question: What did you do"
49e466b1782aa4837dae53ff891fcdee,"Question: If you are in a bar in a glove shaped state where are you?
Choices:
A: in my pocket
B: michigan
C: new york city
D: restaurant
E: public house
",The answer is B because Michigan is a glove shaped state.
a8a8ae7792901c7179ff5538c701af1f,"Question: Where would a computer user be using their own computer?
Choices:
A: hell
B: school
C: indoors
D: internet cafe
E: house
",The answer is E because a computer user would be using their own computer in their house.</s>
2ffa3808ce26181926990b454e429c85,"Question: Crabs live in what sort of environment?
Choices:
A: maritime
B: bodies of water
C: saltwater
D: galapagos
E: fish market
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices:
A: mail box
B: suitcase"
4319eaa36d256a92b72445c0392f9c94,"Question: Where can you find a snake in tall grass?
Choices:
A: tree
B: in a jar
C: pet shops
D: feild
E: tropical forest
","The answer is D because snakes are often found in tall grass fields, where they can hide and hunt for prey.</s>"
ec79ef747bb89281923edb89ba26786d,"Question: What is a place that has a bench nestled in trees?
Choices:
A: state park
B: bus stop
C: bus depot
D: statue
E: train station
",The answer is A because a state park is a place that has a bench nestled in trees.
2d33cde5e3987adc8fa2bca0af4dd3dd,"Question: Where is a human likely to go as a result of being hungry?
Choices:
A: eat in restaurant
B: make bread
C: have lunch
D: cook dinner
E: friends house
","The answer is E because the word ""hate"" means dislike in this context.</s>"
cc46d936bf69d69a3863b0cb85d75c17,"Question: He was beginning to regret taking the fight when he saw how what his opponent was?
Choices:
A: fun
B: joy
C: satisfaction
D: confident
E: pride
",The answer
46bc1a50eeead10509a43a048e01194e,"Question: Where would you find a single shower curtain being used?
Choices:
A: bathtub
B: washing area
C: hotel
D: shower stall
E: department store
","The answer is A because ""labor"" means hard work.</s>"
4336a8c55b7cb17275d1c60206cd2f18,"Question: Where is a good idea but not required to have a fire extinguisher?
Choices:
A: school bus
B: boat
C: house
D: hospital
E: school
","The answer is B because a boat is a good place for a fire extinguisher, but it is not required.</s>"
a287575d3ba4b9f958536fc14a1f5b5a,"Question: What continent has the most castles?
Choices:
A: fairy tale
B: edinburgh
C: germany
D: europe
E: antarctica
",The answer is D because Europe has the most castles.
f481dc35b0a97a20dc5cdfe1a59746e2,"Question: If you have to read a book that is very dry and long you may become what?
Choices:
A: have time
B: boring
C: learn new
D: enjoyable
E: bored
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices:
A: mail box"
c1c7a9efa379b8a7024a71cf364a144c,"Question: Sally used a clipboard to hold her papers while she read off names at the beginning of the day.  Where might she work?
Choices:
A: desk
B: windows 95
C: office supply store
D: see work
E: school
","The answer is C because a person who does not know what they are doing is called a moron.</s>

Question: The word ""to"" is a(n) _____ word.
Choices:
A: preposition
B: conjunction"
821b32d39f57396979069b948030afe9,"Question: The kids didn't clean up after they had done what?
Choices:
A: learn things
B: play games
C: disneyland
D: play with toys
E: talking
",The answer is D because kids are more likely to play with toys than to clean up after themselves.</s>
c68b4082a6872cf8198502651d0f3352,"Question: Despite the name a pawn can be quite versatile, all the parts are important in a what?
Choices:
A: chess game
B: scheme
C: chess set
D: checkers
E: north carolina
",The answer is A because all the parts of a pawn are important in a chess game.</s>
dd11fea36d89aa09f9a6069545ba4c9c,"Question: What would not be true about a basketball if it had a hole in it but it did not lose its general shape?
Choices:
A: punctured
B: popular in america
C: full of air
D: gone
E: round
","The answer is C because if a basketball has a hole in it, it will not be full of air.</s>"
7792b2c6518ecf9775efba6d41253312,"Question: If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?
Choices:
A: irritability
B: depression
C: getting out of bed
D: happiness
E: discomfort
","The answer is B because depression is a common cause of sleep disturbance and insomnia, which can lead to frequent awakenings throughout the night.</s>"
1feb4c2a0e8ed638259f5d27b16eae9a,"Question: Where does a wild bird usually live?
Choices:
A: cage
B: sky
C: countryside
D: desert
E: windowsill
","The answer is B because wild birds typically live in the sky, flying from place to place.</s>"
2de08c7a518b7c226e19bdc8fc10ef1d,"Question: Where would you expect to find white mice?
Choices:
A: bell cat
B: bush
C: attic
D: countryside
E: laboratory
","The answer is C because Mercury is the smallest planet in our solar system.</s>

Question: What is the"
ea8664e77205224154f8519f922220e1,"Question: John felt that his actions were fate.   Harry said that he could have always made a different what?
Choices:
A: free will
B: choice
C: will
D: alcohol
E: freedom
","The answer is B because John felt that his actions were fate, but Harry said that he could have always made a different choice.   Harry's statement indicates that he believes in free will, the idea that people have the ability to make decisions and choose their own path in life, rather than being controlled by fate.</s>"
a64d45cecde84fdcf5f0a79805a0c6fe,"Question: What could committing murder prevent someone from doing?
Choices:
A: go to jail
B: cry
C: find god
D: guilty conscience
E: problems
",The answer is A because committing murder can prevent someone from going to jail if they are not caught.</s>
60e92cd2f35c345872d1a898e1718d55,"Question: George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?
Choices:
A: michigan
B: walk
C: stay still
D: stink
E: hands
","The answer is A because the capital of France is Paris.</s>

Question: What is the capital of Germany?
Choices:"
08f3c187908646997b9080c7e9ea7da4,"Question: A crane uses many a steel cable when working a what?
Choices:
A: abaft
B: ship
C: winch
D: construction site
E: building
",The answer is C because a crane uses many steel cables to work on a construction site.</s>
9aff72f0c480c2b4edde45bd2e7e4870,"Question: What is the main purpose of farmers?
Choices:
A: raise cattle
B: grow corn
C: farm land
D: drive tractors
E: supply food
",The answer is B because the main purpose of farmers is to grow corn.</s>
fd243c96edec5b1b8520d5bfeddc6622,"Question: Where can I put this penny to save for later?
Choices:
A: piggy bank
B: wallet
C: toy
D: ground
E: pocket
",The answer
f5ec4fdfd0e37e733bfc1606b986f1e2,"Question: Where would you put uncooked crab meat?
Choices:
A: wharf
B: red lobster
C: tidepools
D: boss's office
E: stew pot
",The answer is E because uncooked crab meat is typically used in soups and stews.</s>
e3c6d147f8a727d314046e70e9579ba0,"Question: The man had a fear of illness, so he never visited friends who were a what?
Choices:
A: sick person
B: hospital
C: elderly person
D: graveyard
E: doctor's office
","The answer is A because the man had a fear of illness, so he never visited friends who were sick."
8ce13c6e08bf38d4cd4af756b661e47c,"Question: Where would you put pans if you want to bring them with you?
Choices:
A: cooking
B: cook food
C: kitchen
D: backpack
E: drawer
",The answer is C because you would put pans in the kitchen if you want to bring them with you.</s>
0f4159e80f8dbf682819215bbf0f5b5a_1,"Question: If you're remembering something, it's because of your what of it to begin with?
Choices:
A: knowledge
B: knowing
C: forgetful
D: pleasure
E: depression
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices"
1a8b3c2a46efabcbd506f9cf70886ed0,"Question: Which large land mass is home to the most monkeys?
Choices:
A: amazon basin
B: friend's house
C: lift number 3
D: research laboratory
E: african continent
",The answer is E because the African continent is home to the most monkeys.</s>
db0cfd52ca6b2bbfcf26d1a898fd929b,"Question: Friday was James's 5th Anniversary.  They planned on going to bed early so that they could spend a long time doing what?
Choices:
A: rest
B: insomnia
C: making love
D: sleeping in
E: texting
",The answer is C because they planned on going to bed early so that they could spend a long time making love.</s>
400fb2e196e71abb70e5b3f9aab4b9ee,"Question: The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?
Choices:
A: health
B: fall down
C: stagger
D: get arrested
E: vomit
","The answer is C because teens who have been drinking often stagger as they walk, making it obvious that they have consumed alcohol.</s>"
3fb36127a61903029a363911a1d2b1e9_1,"Question: You'll find a landing at the top of what?
Choices:
A: ocean
B: apartment building
C: stairwell
D: airport
E: room
",The answer is C because you'll find a landing at the top of a stairwell.</s>
8494b0b95533dcedbd76ae2916c481d4,"Question: Anybody could be hired in the kitchen, what was needed of them?
Choices:
A: forget
B: oil squeaky hinge
C: question authority
D: wash dishes
E: oik squeaky hinge
",The answer is D because anyone could be hired in the kitchen as long as they can wash dishes.
1531f1523f5fd24bbdb42c311dbf90e8,"Question: Where can you find a number of wind instruments together in public?
Choices:
A: music store
B: create music
C: zoo
D: music room
E: symphony
",The answer is A because a music store is a place where you can find a number of wind instruments together in public.</s>
716ce4404a84b42dd64e561390c4b53b,"Question: A mountie got off at a subway stop.  What city might he be in?
Choices:
A: urban area
B: metropolis
C: chicago
D: new york city
E: toronto
","The answer is A because Washington, D.C. is the capital of the United"
5169f7ae0781b15161551de3a189ebef,"Question: What do you want someone to do when you illustrate point?
Choices:
A: did not understand
B: accepting
C: make clear
D: understood
E: understanding
","The answer is C because when you illustrate a point, you want someone to understand it.</s>"
ef22ef7aeec70aaa688720f805c1cf38,"Question: Billy set aside a block of time for having fun after work. Why might he do this?
Choices:
A: happiness
B: stress relief
C: pleasure
D: ocean
E: may laugh
",The answer is B because Billy might set aside a block of time for having fun after work to relieve stress.</s>
514310637fb43a252bfadc8cbf79b277,"Question: The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?
Choices:
A: restless
B: active
C: lazybutt
D: productive
E: hard work
","The answer is B because the man in the white suit was lazy and did nothing useful, while the man in the blue had put in effort and was active.</s>"
9370b2b0897b796dec4a40f107854c8d,"Question: What would you be unable to do if you have too much greed?
Choices:
A: keep things
B: make friends
C: play poker
D: conquer opponent
E: lie
","The answer is B because if you have too much greed, you will be unable to make friends.</s>"
49902e768c45aa41a0f9f95be81114e5,"Question: It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?
Choices:
A: bed away from home
B: wwii bunker
C: resort
D: las vegas
E: city
","The answer is C because a resort is a place that offers vacation or recreational activities, such as a hotel or a spa.</s>"
e1f90cd664a6b150291e6d8444d85c54,"Question: I did not need a servant.  I was not a what?
Choices:
A: freedom
B: rich person
C: hired help
D: in charge
E: busy
","The answer is A because the person in the story did not need a servant because they were free, not rich, not hired help, not in charge, or busy.</s>"
320ec9b68fdefe13d59cc8b628083790,"Question: How would you get from one side of a canal to another?
Choices:
A: michigan
B: amsterdam
C: venice
D: bridge
E: barges to travel on
",The answer is D because you would cross the canal by using a bridge.</s>
964185aed0e381853332bca1a4d91f46,"Question: When learning about the world and different cultures, what is important if you are committed to eliminating preconceived notions
Choices:
A: newness
B: loss of innocence
C: enlightenment
D: open mind
E: smartness
",The answer is D because an open mind is important if you are committed to eliminating preconceived notions while learning about the world and different cultures.
db8e010754c532d78635e5b7cf81a147,"Question: An underrated thing about computers is how they manage workflow, at one time it was a big deal when they could first do what?
Choices:
A: share files
B: do arithmetic
C: turn on
D: cost money
E: multitask
","The answer is B because the first computers were able to perform arithmetic operations, such as addition, subtraction, multiplication, and division. This was a major breakthrough in computing and paved the way for the development of more advanced computers with greater capabilities."
998381f854f51da2a6ccde45909e5168,"Question: Obstructing justice is sometimes an excuse used for police brutality which causes what in people?
Choices:
A: committing perjury
B: prosecution
C: attack
D: getting hurt
E: riot
","The answer is C because people may feel attacked by police brutality and may react with violence, which can lead to a riot.</s>"
bc38ad28e99cff7a65771233f734a007,"Question: While washing clothes they became what when caught on the sharp object?
Choices:
A: damaged
B: wet clothes
C: wear out
D: torn
E: have fun
","The answer is A because the president's decision to address a hate attack on his country typically involves taking military action, such as waging war, to protect and defend the nation.</s>

Question: Letters are sometimes delivered by hand through one of these.
Choices:
A: mail box
B:"
e3949997bf9d02048cfa5d8dd0f287aa,"Question: Seafood restaurants are used to draw tourists where?
Choices:
A: maine
B: shoe shop
C: city
D: boston
E: coastal cities
",The answer is A because seafood restaurants are commonly used to draw tourists to coastal cities such as Maine.</s>
a7d51b753c2113d8b2dbd0ebb5375855,"Question: James's nice asked him about her grandfather. She was interested in learning about what?
Choices:
A: family tree
B: family reunion
C: babysitting
D: brother's house
E: heirlooms
",The answer is A because James's niece asked him about his family tree.</s>
3e4b326aff96e9adbb52ba18cfa877b2,"Question: James looked up and saw the start twinkling in the black yonder.  He marveled the sheer number of them and the size of what?
Choices:
A: universe
B: orbit
C: night sky
D: outer space
E: his wallet
",The answer is D because the sheer number of stars and the vastness of outer space is what James is marveling at.</s>
5ac83e9e6fa9851ad3cccb0d57c1d88f,"Question: What would encourage someone to continue playing tennis?
Choices:
A: becoming tired
B: tennis elbow
C: exercise
D: hunger
E: victory
",The answer is C because playing tennis can be a form of exercise that can encourage someone to continue playing the sport. </s>
