id,text,gold_rationale
QuaRel_V1_B5_0749,"Question: Amanda asks her roommate Arlene to wake her up early in the morning, so Arlene sets the alarm on her phone. Arlene sleeps in the next room, so when the alarm goes off it doesn't wake Amanda, so Arlene picks up the phone and places it near Amanda's ear, which wakes Amanda. This means that the alarm sounded louder to Amanda when it was (A) in the next room (B) close to Amanda's ear.
","The answer is B because the question states that the alarm didn't wake Amanda when it was in the next room, but it did wake her when Arlene placed it near her ear. This indicates that the alarm sounded louder to Amanda when it was closer to her ear."
QuaRel_V1_B5_0407,"Question: Actors are performing a demonstration of life in the Old West, and one thing they are showing is a stagecoach ride. The driver sees that her horses have to exert much more effort to get the stagecoach up to speed after passengers have boarded than when there were no passengers. This is because when passengers are on it, the stagecoach (A) weighs more (B) weighs less.
","The answer is A because the question states that the horses have to exert more effort to get the stagecoach up to speed after passengers have boarded, indicating that the added weight of the passengers increases the overall weight of the stagecoach, making it more difficult for the horses to accelerate."
QuaRel_V1_Fr_0011,"Question: William is ice skating and notices that his ice skates glides quicker on wet ice as opposed to freshly fallen snow. The reason for this is because there is more friction on the (A) wet ice (B) freshly fallen snow
","The answer is B because the question states that William's ice skates glide quicker on wet ice as opposed to freshly fallen snow, indicating that there is less friction on the wet ice. This is due to the fact that friction is the force that opposes motion, and since the ice skates glide quicker on the wet ice, it implies that there is less friction on the wet ice compared to the freshly fallen snow."
QuaRel_V1_B3_0099,"Question: Two boats set sail from the same port and experience similar speeds on their journey. The first stops its trip in London, while the second continued onward to Norway. Which of the two has covered more distance by the end of their respective journies? (A) The boat to London (B) the boat to Norway
","The answer is B because the question states that the two boats experience similar speeds, but the boat to Norway continued onward after the boat to London stopped. This indicates that the boat to Norway traveled for a longer distance since it did not stop in London and continued its journey to Norway."
QuaRel_V1_B5_1166,"Question: The mass of Mars is less than the mass of Neptune. If a brick is dropped from 1 mile up on each planet, where will it fall the fastest? (A) Mars (B) Neptune
","The answer is B because the question states that the mass of Mars is less than the mass of Neptune. According to the law of universal gravitation, the force of gravity is directly proportional to the mass of the objects. Since Neptune has a greater mass, it will have a stronger gravitational pull, causing the brick to fall faster on Neptune compared to Mars."
QuaRel_V1_Fr_0638,"Question: Jose pushed his burrito cart on the bumpy sidewalk and went slow, while much faster on the street because it had (A) more resistance (B) less resistance
","The answer is B because the question states that Jose went much faster on the street compared to the bumpy sidewalk, indicating that the street had less resistance, allowing the cart to move more smoothly and quickly."
QuaRel_V1_Fr_1552,"Question: A zebra is forced to run at a slow pace in a zoo, but can run at a fast pace in a field. Which surface has less resistance? (A) field (B) zoo
","The answer is A because the question states that the zebra can run at a fast pace in the field, but is forced to run at a slow pace in the zoo. This indicates that the field has less resistance, allowing the zebra to run faster, whereas the zoo has more resistance, slowing the zebra down."
QuaRel_V1_B4_0449,"Question: Mars has a greater mass than the moon. Which object will attract fewer objects to it? (A) Moon (B) Mars
","The answer is A because the question states that Mars has a greater mass than the moon. According to the law of universal gravitation, objects with greater mass have a stronger gravitational pull, attracting more objects to them. Therefore, the moon, having a smaller mass, will attract fewer objects to it compared to Mars."
QuaRel_V1_B3_0039,"Question: Mike is a concert listening to a performance. The orchestra is arrayed in front of him, with the bongos nearby and the snare in the back. Which drum will sound louder to him? (A) snare (B) bongo
","The answer is B because the question states that the bongos are nearby, while the snare is in the back. This indicates that the bongos are closer to Mike, and since sound intensity decreases with distance, the bongos will sound louder to him compared to the snare."
QuaRel_V1_B5_0192,"Question: The Sun is closer to the Earth then the nearest star. Which object looks bigger to someone standing on the Earth looking up? (A) Sun (B) Star
","The answer is A because the question states that the Sun is closer to the Earth than the nearest star. Objects that are closer to the observer appear larger than objects that are farther away, assuming they are of similar size."
QuaRel_V1_B3_0038,"Question: Allie throws a ball to her friend, the ball seems to float longer than typically. This is likely which type of ball? (A) Baseball (B) Tennis Ball
","The answer is B because the question states that the ball seems to float longer than typically, indicating that it has less weight and more air resistance, which is characteristic of a tennis ball. Tennis balls are designed to be lightweight and have a fuzzy surface that creates more air resistance, allowing them to float or hang in the air longer."
QuaRel_V1_Fr_0561,"Question: Sarah rolls a basketball over a wood floor and watches it roll fifteen feet. She rolls the basketball over the carpeting and the ball only rolls four feet. The wood floor has (A) more friction (B) less friction.
","The answer is B because the question states that the basketball rolls 15 feet on the wood floor but only 4 feet on the carpeting. This indicates that the wood floor has less friction compared to the carpeting, allowing the ball to roll further."
QuaRel_V1_Fr_0964,"Question: Cecilia takes her moped into town. First she drives down her gravel street slowly, then she takes a paved road, where she drives quickly. Because it has more friction, driving on the gravel street causes her moped to (A) heat up (B) stay cool.
","The answer is A because the question states that the gravel street has more friction, which would cause the moped to heat up due to the increased resistance and friction."
QuaRel_V1_Fr_0210,"Question: Jenny dropped a spool of thread and watched it roll rather quickly across the slick hardwood floor. She picked up the spool, then dropped it on the the textured rubber mat in the kitchen, which was rather rougher than the wood floor. The spool moved noticeably slower. Which of the surfaces had the greatest amount of friction? (A) hardwood floor (B) textured rubber mat
","The answer is B because the question states that the spool moved noticeably slower on the textured rubber mat compared to the hardwood floor, indicating that the textured rubber mat has a greater amount of friction. This is due to the rougher surface of the rubber mat, which creates more resistance to the movement of the spool."
QuaRel_V1_B5_0860,"Question: If a person riding a skateboard and a person riding skates both travel at 5 mph, but the skateboard rider stop first, which has travelled the lesser distance? (A) skateboard (B) skates
","The answer is A because the question states that both the skateboard rider and the skates rider travel at the same speed (5 mph), but the skateboard rider stops first. Since they have the same speed, the one who stops first will have traveled a lesser distance."
QuaRel_V1_Fr_0354,"Question: Tony drives his car down a dirt road and his car gets very warm. Tony drives the same car down a paved road and the car stays cool. The car stays cool on the paved road because it has (A) more friction (B) less friction.
","The answer is B because the question states that the car stays cool on the paved road, indicating that there is less friction on the paved road compared to the dirt road. The increased friction on the dirt road likely caused the car to heat up due to the increased resistance and energy generated by the friction."
QuaRel_V1_Fr_1525,"Question: A skittle rolls at a lesser rate of speed in a bag compared to a box. Which surface will make the skittle heat up less when rolling around? (A) bag (B) box
","The answer is A because the question states that the skittle rolls at a lesser rate of speed in a bag compared to a box. This suggests that the bag provides more friction or resistance to the skittle's movement, which would cause it to heat up less due to reduced kinetic energy being converted into heat."
QuaRel_V1_B4_0043,"Question: Ben wants to put up a poster in the school hall and he wants it to be resistant to tearing. What should he make the poster on? (A) construction paper (B) cardboard
","The answer is B because the question states that Ben wants the poster to be resistant to tearing, indicating that he needs a more durable material. Cardboard is generally more durable and less prone to tearing than construction paper, making it a better choice for Ben's poster."
QuaRel_V1_B5_1155,"Question: A tree is thicker then a cactus. This means the _____ is stronger (A) tree (B) cactus
","The answer is A because the question states that the tree is thicker than the cactus, suggesting that the tree is stronger due to its greater thickness, which often correlates with increased strength and stability in plants."
QuaRel_V1_Fr_0615,"Question: A little boy rolls a rubber wagon tire faster over an asphalt road than his grassy front lawn. This is because the asphalt road has (A) more resistance (B) less resistance.
","The answer is B because the question states that the rubber wagon tire rolls faster over the asphalt road than the grassy front lawn, indicating that the asphalt road has less resistance compared to the grassy front lawn. This is due to the smoother surface of the asphalt road, which allows the tire to roll more easily and quickly."
QuaRel_V1_B5_0362,"Question: The sun has much more mass than the earth so it has (A) weaker gravity (B) stronger gravity
","The answer is B because the question states that the sun has much more mass than the earth. According to the law of universal gravitation, the strength of an object's gravitational pull is directly proportional to its mass. Therefore, the sun's greater mass would result in stronger gravity compared to the earth."
QuaRel_V1_B5_0146,"Question: Henry is playing with his younger brother.  Henry is bigger and stronger and he can throw the ball (A) farther (B) not as far.
","The answer is A because the question indicates that Henry is bigger and stronger than his younger brother, suggesting that Henry is more likely to throw the ball a farther distance."
QuaRel_V1_Fr_0843,"Question: Susan was driving her car on a snowy road when it started to slide, she applied her brakes. The car slid until it reached the dry pavement where it came to a stop. The car stopped because the dry pavement had (A) more friction or (B) less friction.
","The answer is A because the question states that the car slid on the snowy road but came to a stop when it reached the dry pavement. This indicates that the dry pavement had more friction than the snowy road, allowing the car to stop."
QuaRel_V1_Fr_1179,"Question: Mary can slide a tortilla onto a table speedier then she can slide it onto the grill. This means the _____ makes the tortilla heat up more (A) grill (B) table
","The answer is A because the question states that Mary can slide a tortilla onto the table speedier than she can slide it onto the grill. This implies that the grill has a surface that causes more friction or resistance, which would likely cause the tortilla to heat up more due to the increased friction."
QuaRel_V1_B4_0111,"Question: The Flash is the fastest superhero in the universe. Him and Wolverine decide to race from one side of the earth to the other. Who wins this race? (A) The Flash (B) Wolverine
","The answer is A because the question states that The Flash is the fastest superhero in the universe, indicating that he has a significant speed advantage over Wolverine, making it likely that he will win the race."
QuaRel_V1_B4_0465,"Question: Suppose your neighbor John is playing music and your friend Nikos at the end of the street is also playing music. Who's music will appear to be louder? (A) John (B) Nikos
","The answer is A because the question implies that the music from John, who is closer to the listener, will appear to be louder compared to Nikos, who is at the end of the street and farther away. This is due to the fact that sound intensity decreases with distance, making the closer sound appear louder."
QuaRel_V1_B5_0767,"Question: Will a person that is at the gym and exercising sweat _____ than a person that is sitting on a couch (A) more (B) less
","The answer is A because the question states that the person is at the gym and exercising, which typically involves physical activity that increases body temperature and heart rate, leading to increased sweating. In contrast, a person sitting on a couch is likely to be less active and therefore sweat less."
QuaRel_V1_B5_0645,"Question: It's turkey hunting season and Jim is on his front porch. He hears a gun shot off the the west. Then he hears another one off to the north. The one to the north was easier to hear than the one to the west. Which hunter is closer to Jim's house? (A) the one to the west (B) the one to the north
","The answer is B because the question states that the gunshot to the north was easier to hear than the one to the west, indicating that the hunter to the north is closer to Jim's house. Sound travels in all directions, but the intensity of the sound decreases with distance. Since the gunshot to the north was easier to hear, it is likely that the hunter to the north is closer to Jim's house."
QuaRel_V1_Fr_1478,"Question: Connie's toy soldier slides a lot slower over the hallway floor then over the bedroom floor. She figures this makes the _____ much rougher (A) bedroom floor (B) hallway floor
","The answer is B because the question states that the toy soldier slides a lot slower over the hallway floor than over the bedroom floor, indicating that the hallway floor has a rougher surface compared to the bedroom floor. This is because friction is greater on rougher surfaces, which would cause the toy soldier to slide slower."
QuaRel_V1_B5_0839,"Question: In the story about the tortoise and the hare, the tortoise ends up winning the race. In real life, if a hare and a tortoise were to race, the hare would win because (A) it is faster (B) it is slower.
","The answer is A because the question states that in real life, the hare would win the race, indicating that the hare is faster than the tortoise. This is in contrast to the story where the tortoise wins due to the hare's overconfidence and lack of effort, but in a real-life scenario, the hare's speed would give it an advantage."
QuaRel_V1_B5_0976,"Question: Ferrari's are lightweight super cars. If a Ferrari was to race a Bulldozer which vehicle would accelerate slower? (A) Bulldozer (B) Ferrari
","The answer is A because the question states that Ferrari's are lightweight super cars, implying that they are designed for speed and agility. In contrast, a Bulldozer is a heavy, large vehicle designed for heavy-duty tasks, which would likely make it accelerate slower than a lightweight Ferrari."
QuaRel_V1_Fr_1426,"Question: A watermelon rolling in a field has low resistance, while a watermelon rolling in a trailer has high resistance. This means that the _____ is more smooth (A) field (B) trailer
","The answer is A because the question states that the watermelon rolling in a field has low resistance, indicating that the surface of the field is smoother compared to the trailer, which has high resistance."
QuaRel_V1_B5_0766,"Question: Ellie exercises on her treadmill each day. One day she sets the treadmill up to be flat and runs on it for a set amount of time. The next day she sets the treadmill to incline so that she is running uphill which causes more exertion in the same amount of time. Which treadmill setup will cause Ellie to drip more perspiration onto the treadmill? (A) the flat treadmill (B) the inclined treadmill
","The answer is B because the question states that running uphill on the inclined treadmill causes more exertion than running on the flat treadmill, indicating that Ellie will likely drip more perspiration onto the treadmill when it is set to incline."
QuaRel_V1_Fr_0039,"Question: I tried a fine, smoother emery board that filed my nail more slowly and gently while rough one did it more quickly with more damage. This is because the rougher board caused _____friction. (A) more (B) less
","The answer is A because the question states that the rougher emery board filed the nail more quickly but with more damage, indicating that it caused more friction compared to the smoother emery board."
QuaRel_V1_Fr_1543,"Question: A slice of bread can slide a greater distance across a serving plate then across a floor. Which surface provides more friction to the slice of bread? (A) serving plate (B) floor
","The answer is B because the question states that the slice of bread can slide a greater distance across the serving plate than the floor, indicating that the floor provides more friction to the slice of bread. This is because friction slows down the movement of an object, so the surface where the bread slides a shorter distance (the floor) must have more friction."
QuaRel_V1_Fr_1358,"Question: A hockey puck slides a lot longer on a frozen lake then on a slushy lake. This means the surface of the _____ is smoother (A) frozen lake (B) slushy lake
","The answer is A because the question states that the hockey puck slides a lot longer on a frozen lake than on a slushy lake, indicating that the surface of the frozen lake is smoother compared to the slushy lake."
QuaRel_V1_Fr_1531,"Question: A spring rolling along a bed experiences very low friction, while one rolling along the floor experiences high friction. Which surface is less rough? (A) floor (B) bed
","The answer is B because the question states that the spring experiences very low friction when rolling along the bed, indicating that the bed has a smoother surface compared to the floor, which causes high friction."
QuaRel_V1_Fr_0073,"Question: Emily ran her hand through her hair, and then over the skin on her arm. She noticed that her skin felt smoother, which means that the one with less friction is her (A) hair (B) skin.
","The answer is B because the question states that Emily's skin felt smoother, indicating that her skin has less friction compared to her hair."
QuaRel_V1_Fr_1024,"Question: A sleigh creates less heat moving over snow compared to ice. This means that the _____ is less rough (A) snow (B) ice
","The answer is A because the question states that the sleigh creates less heat moving over snow compared to ice. Since heat is often generated by friction, the fact that less heat is generated when moving over snow suggests that there is less friction, which in turn implies that the surface is less rough."
QuaRel_V1_Fr_1215,"Question: A knob rolled across a wooden table travels at a lower rate of speed then one rolled across a metal table. Which surface provides more friction to the knob? (A) wooden table (B) metal table
","The answer is A because the question states that the knob rolled across the wooden table travels at a lower rate of speed, indicating that the wooden table provides more friction to the knob, which slows it down."
QuaRel_V1_B4_0055,"Question: The village people are on their way to the castle to get Count Dracula for his crimes. The Count can see one group of torches to the south that appear bright and another group of torches to the southeast that appear a lot less bright. Which group of villagers is closer? (A) the group from the southeast (B) the group from the south
","The answer is A because the question states that the group of torches to the south appear bright, while the group of torches to the southeast appear a lot less bright. This suggests that the group of torches to the southeast are farther away, but since the question asks which group is closer, the correct answer is the group from the south."
QuaRel_V1_B5_1385,"Question: Two bunnies, a white one and a black one, are hopping along together. The black bunny goes further than the white one. Which bunny is faster? (A) white bunny (B) black bunny
","The answer is B because the question states that the black bunny goes further than the white one, indicating that the black bunny is faster."
QuaRel_V1_B5_0921,"Question: When Bill was driving last night he noticed that the street lights that were close to him appeared _____ than the ones that were in the distance (A) brighter (B) dimmer
","The answer is A because the question states that the street lights close to Bill appeared a certain way compared to the ones in the distance. Since objects that are closer to an observer generally appear more vivid and intense, it is logical to conclude that the street lights close to Bill appeared brighter than the ones in the distance."
QuaRel_V1_B5_1014,"Question: A surfboard isn't as flexible as cardboard. Which item will break easier when bent? (A) surfboard (B) cardboard
","The answer is B because the question states that a surfboard isn't as flexible as cardboard, indicating that cardboard is more flexible and therefore more likely to bend without breaking, whereas the surfboard is less flexible and more likely to break when bent."
QuaRel_V1_Fr_1021,"Question: Peter's surfboard drifted more slowly over waves than over calm water. He also noticed that the surfboard stayed cooler when in (A) wave (B) calm water
","The answer is B because the question states that the surfboard drifted more slowly over waves than over calm water, indicating that there is more resistance or friction when the surfboard is in the waves. This increased resistance would likely cause the surfboard to heat up due to friction, so it would stay cooler when in calm water."
QuaRel_V1_Fr_0394,"Question: Carlos is rolling his baseball around on different surfaces. When Carlos rolls his baseball on a grass field, the ball rolls easily. When he tries rolling the ball on the rocky parking lot, the ball doesn't roll very far. The rocky parking lot had _____ than the grass field. (A) more resistance (B) less resistance
","The answer is A because the question states that the ball rolls easily on the grass field but doesn't roll very far on the rocky parking lot, indicating that the rocky parking lot has more resistance compared to the grass field."
QuaRel_V1_B5_1368,"Question: Bill and Dan were both at the track running. Leaving together you can see that Dan is very sweaty while Bill hardly broke a sweat. Dan must have (A) worked out hard (B) worked out lightly
","The answer is A because the question states that Dan is very sweaty while Bill hardly broke a sweat, indicating that Dan exerted more physical effort and worked out harder than Bill."
QuaRel_V1_Fr_1498,"Question: The field at the park is smoother when it's wet compared to when it's weedy. Which field will make a soccer ball heat up more when rolled across it? (A) wet field (B) weedy field
","The answer is B because the question states that the field is smoother when it's wet compared to when it's weedy, indicating that the weedy field has a bumpier or more uneven surface. When a soccer ball is rolled across a bumpier surface, it will experience more friction, which can cause it to heat up more."
QuaRel_V1_Fr_1017,"Question: Sam's dog sled can move a greater distance over flat ground than over a trail. Sam has decided that his dog sled will get hotter travelling over a (A) trail (B) flat ground
","The answer is A because the question states that the dog sled can move a greater distance over flat ground than over a trail, indicating that the dog sled likely experiences more resistance or difficulty when traveling over the trail, which would cause it to generate more heat."
QuaRel_V1_B5_0858,"Question: When Bob was at the airport the jets were very loud, but when he saw them overhead he couldn't hear them because they were (A) closer (B) farther away
","The answer is B because the question states that Bob couldn't hear the jets when he saw them overhead, indicating that they were farther away from him. Sound waves travel through the air, and the farther away the source of the sound, the quieter it becomes."
QuaRel_V1_Fr_0071,"Question: Gina rolls a cherry on one plate covered in water and another plate covered in honey. The cherry moves slower on the honey plate. The cherry generates less heat on the (A) water plate (B) honey plate
","The answer is B because the question states that the cherry moves slower on the honey plate, indicating that there is more friction on the honey plate. When an object moves, it generates heat due to friction. Since the cherry moves slower on the honey plate, it generates less heat on the honey plate due to the increased friction, but the heat generated is actually due to the friction, so the correct interpretation is that the cherry generates more heat on the honey plate. However, the question asks for where the cherry generates less heat, so the correct answer is the water plate, but the reasoning is incorrect. The correct reasoning is that the cherry generates more heat on the honey plate due to the increased friction, so it generates less heat on the water plate."
QuaRel_V1_Fr_0534,"Question: Jerry rolls a green rock down the sidewalk and it rolls fast and far. Then Jerry rolls the same green rock on the lawn and the rock barely moves. The _____ had more resistance. (A) lawn (B) sidewalk
","The answer is A because the question states that the rock rolls fast and far on the sidewalk, but barely moves on the lawn. This indicates that the lawn has more resistance compared to the sidewalk, which allowed the rock to roll more smoothly and further."
QuaRel_V1_Fr_0861,"Question: Jay was visiting his friend in a hospital. They went around the hospital to get some fresh air. Jay pushed his friend down a hall with a tiled floor and into the lobby that had a carpeted floor. Jay wasn't able to push his friend as fast in the lobby over the carpet. That's because the _____ has more friction. (A) tile floor (B) carpet
","The answer is B because the question states that Jay wasn't able to push his friend as fast in the lobby over the carpet, indicating that the carpet has more friction compared to the tile floor. This is because carpet tends to have a higher coefficient of friction than smooth surfaces like tile, making it more difficult to move objects across it."
QuaRel_V1_B5_0330,"Question: Two trucks are pulling onto the highway. The green truck has no load to pull, but the blue truck is towing a large load of products. The truck that can speed up fastest is the (A) green truck (B) blue truck
","The answer is A because the question states that the green truck has no load to pull, while the blue truck is towing a large load of products. This indicates that the green truck has less weight and resistance to overcome, allowing it to accelerate faster compared to the blue truck, which is carrying a heavy load."
QuaRel_V1_B5_1241,"Question: Jim and Bob are running on the track.  Jim has a hurt knee and can't run as fast.  After a half hour, who has run further? (A) Jim (B) Bob
","The answer is B because the question states that Jim has a hurt knee and can't run as fast, indicating that Bob is likely to run further than Jim after a half hour."
QuaRel_V1_Fr_1445,"Question: Mary slid some butter across a frying pan and also across her fridge. She noticed the butter slid slower in the fridge then across the frying pan. This means more heat was being generated when she slid the butter across (A) frying pan (B) fridge
","The answer is A because the question states that the butter slid slower in the fridge than across the frying pan, indicating that the butter slid faster across the frying pan. This suggests that the frying pan had a lower frictional force, which is often associated with higher temperatures, as heat can reduce friction. Therefore, more heat was being generated when she slid the butter across the frying pan."
QuaRel_V1_B5_0361,"Question: Mercury has a smaller mass then Mars. This means that (A) Mercury (B) Mars emits a greater gravitational field
","The answer is B because the question states that Mercury has a smaller mass than Mars. According to the law of universal gravitation, the strength of an object's gravitational field is directly proportional to its mass. Therefore, Mars, having a larger mass, would emit a greater gravitational field compared to Mercury."
QuaRel_V1_Fr_1621,"Question: Mary's basketball rolls much faster on the indoor court then on the outdoor court. This means the basketball will heat up less on the (A) indoor court (B) outdoor court
","The answer is A because the question states that the basketball rolls much faster on the indoor court than on the outdoor court. This suggests that the indoor court has a smoother surface, resulting in less friction and heat generated from the rolling motion."
QuaRel_V1_B5_0340,"Question: Jed was tired of listening to one of the drunks playing pool talk trash, so took one of the darts he'd been throwing at the target on the wall, and targeted the drunk instead.  The drunk yelped as it found its intended goal, and threw his pool stick at Jed, who was able to easily duck out of the way of it.  Why was it harder to dodge the pool stick over the dart? (A) the dart quickly moved too fast to avoid (B) the pool stick quickly moved too fast to avoid
","The answer is B because the question states that Jed was able to easily duck out of the way of the pool stick, indicating that the pool stick was not moving too fast to avoid. This implies that the dart, which was thrown by Jed and hit the drunk, was likely moving quickly and would have been harder to dodge if it were thrown at Jed instead."
QuaRel_V1_B5_0913,"Question: Sarah is calling for her dog, who is lost. When the dog is far away, it is difficult for the dog to hear Sarah. But when the dog is closer (A) the dog hears Sarah better (B) the dog cannot hear Sarah
","The answer is A because the question states that when the dog is far away, it is difficult for the dog to hear Sarah, implying that as the dog gets closer, it will be able to hear Sarah better."
QuaRel_V1_B3_0007,"Question: Connie is a lot stronger then Jerry. If they both threw a softball, which would throw it the greater distance? (A) Connie (B) Jerry
","The answer is A because the question states that Connie is a lot stronger than Jerry, suggesting that Connie is more likely to throw the softball a greater distance."
QuaRel_V1_B5_0404,"Question: Dean and Andy are taking buses to school, leaving from the same station. Dean's bus is going ten miles an hour for twenty minutes, Andy's bus is going ten miles an hour for forty minutes. The person whose school is further away is (A) Dean's (B) Andy's
","The answer is B because the question states that both buses are traveling at the same speed (ten miles an hour), but Andy's bus is traveling for a longer duration (forty minutes) compared to Dean's bus (twenty minutes). Since distance is calculated as speed multiplied by time, Andy's bus will cover a greater distance, indicating that Andy's school is further away."
QuaRel_V1_B5_0308,"Question: Gary is walking down the street, when he notices a firetruck parked in front of a house with its sirens blaring. He decides to check it out and get closer to the firetruck. With Gary nearer the firetruck, it now appears that the firetruck is (A) quieter than before (B) louder than before
","The answer is B because the question states that Gary gets closer to the firetruck, and since the sirens are blaring, it is likely that the sound of the sirens will appear louder to Gary as he moves closer to the source of the sound."
QuaRel_V1_Fr_1140,"Question: Bread is rougher then toast. This means that sliding bacon across _____ will cause it to experience more resistance (A) toast (B) bread
","The answer is B because the question states that bread is rougher than toast, indicating that bread has a more uneven surface compared to toast. As a result, sliding bacon across bread will cause it to experience more resistance due to the rougher surface."
